referrer,views_total,views_unique
Google,70,21
github.com,14,3
adrian-lison.github.io,7,2
statics.teams.cdn.office.net,4,4
users.chpc.ac.za,2,1
com.google.android.gm,2,1
bsse.ethz.ch,1,1
chatgpt.com,1,1
