referrer,views_total,views_unique
github.com,36,2
Google,32,8
chatgpt.com,14,1
adrian-lison.github.io,7,2
statics.teams.cdn.office.net,3,2
DuckDuckGo,3,2
teams.microsoft.com,3,1
bsse.ethz.ch,1,1
wise.ethz.ch,1,1
users.chpc.ac.za,1,1
