time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,3,2,2,1
2026-09-07 00:00:00+00:00,13,6,18,7
2026-09-08 00:00:00+00:00,17,7,15,9
2026-09-09 00:00:00+00:00,6,3,9,5
2026-09-10 00:00:00+00:00,22,11,4,4
2026-09-11 00:00:00+00:00,16,10,8,4
2026-09-12 00:00:00+00:00,7,6,1,1
2026-09-13 00:00:00+00:00,14,8,2,2
2026-09-14 00:00:00+00:00,9,8,10,7
2026-09-15 00:00:00+00:00,5,4,39,7
2026-09-16 00:00:00+00:00,5,4,19,7
2026-09-17 00:00:00+00:00,6,6,1,1
2026-09-18 00:00:00+00:00,2,2,3,3
2026-09-19 00:00:00+00:00,31,16,5,5
