referrer,views_total,views_unique
Google,15,11
github.com,6,3
doubao.com,3,2
statics.teams.cdn.office.net,2,1
adrian-lison.github.io,1,1
bsse.ethz.ch,1,1
wise.ethz.ch,1,1
