referrer,views_total,views_unique
github.com,35,2
chatgpt.com,13,1
Google,10,7
teams.microsoft.com,4,2
statics.teams.cdn.office.net,3,2
wise.ethz.ch,2,2
adrian-lison.github.io,2,1
cdc.gov,1,1
DuckDuckGo,1,1
