time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-09 00:00:00+00:00,2.0,1.0,36,5
2024-09-10 00:00:00+00:00,8.0,4.0,23,6
2024-09-11 00:00:00+00:00,1.0,1.0,67,4
2024-09-12 00:00:00+00:00,12.0,4.0,42,6
2024-09-13 00:00:00+00:00,38.0,16.0,17,6
2024-09-14 00:00:00+00:00,17.0,7.0,2,2
2024-09-15 00:00:00+00:00,14.0,6.0,3,2
2024-09-16 00:00:00+00:00,2.0,2.0,76,25
2024-09-17 00:00:00+00:00,,,25,13
2024-09-18 00:00:00+00:00,,,43,10
2024-09-19 00:00:00+00:00,,,41,6
2024-09-20 00:00:00+00:00,12.0,7.0,61,10
2024-09-21 00:00:00+00:00,1.0,1.0,2,2
2024-09-22 00:00:00+00:00,,,3,1
