referrer,views_total,views_unique
Google,30,13
statics.teams.cdn.office.net,3,2
wise.ethz.ch,3,2
DuckDuckGo,3,1
bsse.ethz.ch,2,1
zenodo.org,2,1
github.com,1,1
adrian-lison.github.io,1,1
