referrer,views_total,views_unique
Google,19,11
github.com,6,3
wise.ethz.ch,4,2
doubao.com,3,2
statics.teams.cdn.office.net,2,1
adrian-lison.github.io,1,1
bsse.ethz.ch,1,1
teams.public.onecdn.static.microsoft,1,1
