time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,13,4,0,0
2026-05-18 00:00:00+00:00,15,6,3,3
2026-05-19 00:00:00+00:00,10,5,2,1
2026-05-20 00:00:00+00:00,15,6,1,1
2026-05-21 00:00:00+00:00,24,7,1,1
2026-05-22 00:00:00+00:00,14,5,3,2
2026-05-23 00:00:00+00:00,5,5,2,2
2026-05-24 00:00:00+00:00,11,5,7,2
2026-05-25 00:00:00+00:00,14,4,1,1
2026-05-26 00:00:00+00:00,16,6,14,7
2026-05-27 00:00:00+00:00,15,5,2,2
2026-05-28 00:00:00+00:00,1,1,27,5
2026-05-29 00:00:00+00:00,6,6,0,0
2026-05-30 00:00:00+00:00,17,6,0,0
