referrer,views_total,views_unique
Google,38,15
adrian-lison.github.io,3,1
hiroki-ando1998.github.io,3,1
github.com,2,2
wise.ethz.ch,1,1
statics.teams.cdn.office.net,1,1
bsse.ethz.ch,1,1
