referrer,views_total,views_unique
Google,62,18
github.com,48,5
chatgpt.com,14,1
adrian-lison.github.io,7,2
statics.teams.cdn.office.net,6,6
teams.microsoft.com,3,1
DuckDuckGo,2,2
users.chpc.ac.za,2,1
com.google.android.gm,2,1
wise.ethz.ch,1,1
