time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-02 00:00:00+00:00,1.0,1.0,12.0,2.0
2024-09-03 00:00:00+00:00,1.0,1.0,3.0,3.0
2024-09-04 00:00:00+00:00,,,7.0,4.0
2024-09-05 00:00:00+00:00,,,64.0,5.0
2024-09-06 00:00:00+00:00,,,37.0,3.0
2024-09-08 00:00:00+00:00,1.0,1.0,,
2024-09-09 00:00:00+00:00,2.0,1.0,36.0,5.0
2024-09-10 00:00:00+00:00,8.0,4.0,23.0,6.0
2024-09-11 00:00:00+00:00,1.0,1.0,67.0,4.0
2024-09-12 00:00:00+00:00,12.0,4.0,42.0,6.0
2024-09-13 00:00:00+00:00,38.0,16.0,17.0,6.0
2024-09-14 00:00:00+00:00,14.0,7.0,2.0,2.0
