time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,16,6,6,4
2026-04-18 00:00:00+00:00,12,7,1,1
2026-04-19 00:00:00+00:00,31,12,1,1
2026-04-20 00:00:00+00:00,59,28,2,2
2026-04-21 00:00:00+00:00,54,22,1,1
2026-04-22 00:00:00+00:00,68,27,2,1
2026-04-23 00:00:00+00:00,50,21,0,0
2026-04-24 00:00:00+00:00,71,32,0,0
2026-04-25 00:00:00+00:00,38,18,1,1
2026-04-26 00:00:00+00:00,9,4,0,0
2026-04-27 00:00:00+00:00,6,2,0,0
2026-04-28 00:00:00+00:00,11,5,1,1
2026-04-29 00:00:00+00:00,39,10,0,0
2026-04-30 00:00:00+00:00,34,12,2,2
