referrer,views_total,views_unique
github.com,49,4
Google,41,14
chatgpt.com,14,1
adrian-lison.github.io,7,2
statics.teams.cdn.office.net,6,5
DuckDuckGo,3,2
teams.microsoft.com,3,1
users.chpc.ac.za,2,1
com.google.android.gm,2,1
wise.ethz.ch,1,1
