referrer,views_total,views_unique
Google,20,10
bsse.ethz.ch,3,2
zac-word-edit.officeapps.live.com,2,1
wise.ethz.ch,2,1
DuckDuckGo,2,1
cdc.gov,1,1
github.com,1,1
