referrer,views_total,views_unique
Google,56,9
github.com,20,2
zac-word-edit.officeapps.live.com,4,2
DuckDuckGo,3,2
bsse.ethz.ch,3,2
wise.ethz.ch,2,1
cdc.gov,1,1
