referrer,views_total,views_unique
Google,18,10
github.com,8,3
wise.ethz.ch,4,2
doubao.com,2,1
adrian-lison.github.io,1,1
bsse.ethz.ch,1,1
statics.teams.cdn.office.net,1,1
teams.public.onecdn.static.microsoft,1,1
