time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-25 00:00:00+00:00,14,4,1,1
2026-05-26 00:00:00+00:00,16,6,14,7
2026-05-27 00:00:00+00:00,15,5,2,2
2026-05-28 00:00:00+00:00,1,1,27,5
2026-05-29 00:00:00+00:00,6,6,0,0
2026-05-30 00:00:00+00:00,17,6,0,0
2026-05-31 00:00:00+00:00,20,10,0,0
2026-06-01 00:00:00+00:00,17,7,4,3
2026-06-02 00:00:00+00:00,18,8,0,0
2026-06-03 00:00:00+00:00,3,3,1,1
2026-06-04 00:00:00+00:00,3,3,0,0
2026-06-05 00:00:00+00:00,42,29,1,1
2026-06-06 00:00:00+00:00,16,6,0,0
2026-06-07 00:00:00+00:00,11,5,0,0
