referrer,views_total,views_unique
Google,58,11
github.com,19,1
zac-word-edit.officeapps.live.com,5,2
DuckDuckGo,3,2
bsse.ethz.ch,3,2
wise.ethz.ch,2,1
cdc.gov,1,1
