referrer,views_total,views_unique
Google,8,4
wise.ethz.ch,3,2
adrian-lison.github.io,3,1
statics.teams.cdn.office.net,2,2
zenodo.org,2,1
bsse.ethz.ch,2,1
github.com,1,1
