referrer,views_total,views_unique
Google,52,6
github.com,21,3
zac-word-edit.officeapps.live.com,4,2
DuckDuckGo,3,2
wise.ethz.ch,2,1
cdc.gov,1,1
bsse.ethz.ch,1,1
