referrer,views_total,views_unique
Google,10,8
github.com,9,3
statics.teams.cdn.office.net,3,2
cdc.gov,2,2
adrian-lison.github.io,2,1
wise.ethz.ch,1,1
teams.microsoft.com,1,1
DuckDuckGo,1,1
