referrer,views_total,views_unique
Google,19,8
adrian-lison.github.io,13,1
github.com,11,3
bsse.ethz.ch,2,2
cdc.gov,2,2
wise.ethz.ch,1,1
statics.teams.cdn.office.net,1,1
