time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,1,1,3,3
2026-04-08 00:00:00+00:00,18,7,2,2
2026-04-09 00:00:00+00:00,10,5,2,2
2026-04-10 00:00:00+00:00,3,2,4,4
2026-04-11 00:00:00+00:00,16,9,1,1
2026-04-12 00:00:00+00:00,4,4,1,1
2026-04-13 00:00:00+00:00,12,5,2,2
2026-04-14 00:00:00+00:00,12,6,4,3
2026-04-15 00:00:00+00:00,39,7,2,2
2026-04-16 00:00:00+00:00,19,7,17,3
2026-04-17 00:00:00+00:00,16,6,6,4
2026-04-18 00:00:00+00:00,12,7,1,1
2026-04-19 00:00:00+00:00,31,12,1,1
2026-04-20 00:00:00+00:00,59,28,2,2
