time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,18,8,0,0
2026-06-03 00:00:00+00:00,3,3,1,1
2026-06-04 00:00:00+00:00,3,3,0,0
2026-06-05 00:00:00+00:00,42,29,1,1
2026-06-06 00:00:00+00:00,16,6,0,0
2026-06-07 00:00:00+00:00,11,5,0,0
2026-06-08 00:00:00+00:00,13,7,5,3
2026-06-09 00:00:00+00:00,12,5,2,1
2026-06-10 00:00:00+00:00,15,9,75,5
2026-06-11 00:00:00+00:00,17,6,3,3
2026-06-12 00:00:00+00:00,7,5,1,1
2026-06-13 00:00:00+00:00,11,5,0,0
2026-06-14 00:00:00+00:00,31,10,0,0
2026-06-15 00:00:00+00:00,19,8,1,1
