time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-05 00:00:00+00:00,16,7,3,3
2026-02-06 00:00:00+00:00,5,4,5,2
2026-02-07 00:00:00+00:00,9,4,0,0
2026-02-08 00:00:00+00:00,15,6,2,2
2026-02-09 00:00:00+00:00,163,22,12,5
2026-02-10 00:00:00+00:00,8,7,6,3
2026-02-11 00:00:00+00:00,8,3,8,6
2026-02-12 00:00:00+00:00,3,3,8,2
2026-02-13 00:00:00+00:00,15,7,4,2
2026-02-14 00:00:00+00:00,4,3,0,0
2026-02-15 00:00:00+00:00,17,8,0,0
2026-02-16 00:00:00+00:00,14,9,1,1
2026-02-17 00:00:00+00:00,7,6,5,4
2026-02-18 00:00:00+00:00,11,5,1,1
