referrer,views_total,views_unique
Google,11,8
adrian-lison.github.io,5,1
github.com,4,1
statics.teams.cdn.office.net,2,2
bsse.ethz.ch,1,1
cdc.gov,1,1
wise.ethz.ch,1,1
