referrer,views_total,views_unique
Google,16,6
adrian-lison.github.io,5,1
bsse.ethz.ch,3,2
statics.teams.cdn.office.net,2,2
zenodo.org,2,1
wise.ethz.ch,1,1
github.com,1,1
