referrer,views_total,views_unique
Google,24,10
adrian-lison.github.io,3,1
hiroki-ando1998.github.io,3,1
wise.ethz.ch,2,2
github.com,2,2
statics.teams.cdn.office.net,1,1
bsse.ethz.ch,1,1
