referrer,views_total,views_unique
github.com,36,2
chatgpt.com,13,1
Google,7,5
DuckDuckGo,3,2
statics.teams.cdn.office.net,3,2
teams.microsoft.com,3,1
wise.ethz.ch,2,2
cdc.gov,1,1
